DAX,SP500
-0.0098996710339474,-0.001004829872041313
-0.008374258056870865,-0.008385281010527379
-0.011973698511150488,0.0700824431746856
0.03889848773061644,-0.016664043870219025
0.0006381702820466018,0.008399178260074969
0.021632868382023496,-0.001587848767304223
-0.008957763114360695,-0.0002847620425230346
0.022835359525342547,-0.024783860739060692
-0.05183226115944173,0.0006746896303742034
0.02314417480143316,0.010215561688584174
0.02034470546123579,0.0271995719820195
0.011729861198561231,-0.002099737281949565
-0.017998930866682805,-0.013724586865385469
0.003991457953739896,-0.02274146249965181
-0.005831529289531012,0.01036398967113783
0.008911198780189977,0.0007616091630104904
0.023095394416367654,-0.015557193694628602
0.00187858666430607,-0.014813398997405969
-0.01642421025861296,0.007928080563194051
-0.004372960556909611,-0.002076004104136331
-0.01713861382719095,0.013234272945763514
-0.018375849956623114,-0.0
0.011007387697313575,0.004968509800300502
-0.007699668577821228,0.007439143864755415
0.0036949628696172354,-0.010462916737775885
-0.013966766970120226,-0.019434902576462854
-0.027254153564344463,0.0027701651043097186
-0.008551344144823503,-0.006542365049107879
0.0023707479465757686,0.0023890083165536424
0.0012636063163844469,0.005027809961948293
0.0049172091352529534,-0.014244088105075825
-0.012059389652042896,-0.0152872746577426
-0.008973519380480965,0.0023368104346799257
-0.0008134863163533623,0.002228715091181499
-0.02007010865202563,0.010836425562774643
0.011229963812878552,-0.0033585441832757468
-0.003643476129884249,-0.020216483503865845
-0.003667073691818956,0.0022428466860562324
0.006347592297995419,-0.0028400981283764892
-0.00166464692020174,0.00037325458782166976
0.0065913692221792886,0.002167559792494167
-0.002081292490564657,-0.00029930833970670534
-0.00190101902214046,-0.00763770335017
0.0007414587776839454,0.0013741951832821897
-0.0036277260197534744,0.01959154905231042
0.008432452650751543,-0.0041605495398053804
0.0014542560370021107,-0.005382906910349483
-0.015037171968076635,0.0009013718333292786
-0.00972164903770345,-0.00942446490754456
-0.005002220743005381,-0.009520909704964886
-0.01705959081452857,0.00036879487157293056
0.010425685257329675,0.00881717618031086
0.004074444584301062,-0.00037206037117165636
-0.008105450454458207,-0.00026037126774269836
0.014130269597987244,0.020892795641777262
0.032077935636909416,0.01854955340946951
0.027058576574065185,0.0017423091332844365
-0.02388193717164011,-0.00775874714806335
-0.003917691281112745,0.007719959379355323
0.003917691281112745,-0.0031724233097207843
-0.009118623321723085,-0.02664272270946011
-0.008241656271339437,-0.0025205070634441995
0.0032310114528408818,-0.012210943697569476
-0.009073937544794575,-0.0027058004658044865
-0.012864378203152782,-0.004468795713796325
0.0074756988369255595,-0.0007735204811876173
0.0009143944643854596,0.044537075848294805
0.020228485526372353,-7.695185596112708e-05
-0.0036340862975867694,0.002158070819711533
-0.007708760073250609,0.004988999635698654
0.007122951504203279,0.006964364229653519
0.007707931490719133,-0.0011316303404935724
0.0004122080432535924,-0.014403226454689388
0.00022504761762753844,-0.009069209799714706
0.01236497758556876,-0.0053946749765438895
-0.0005598530398849277,0.0004926947122729786
-0.003739514504817798,0.00452120791480759
0.008617183145197771,0.004886060977978168
-0.006167658520126906,0.010242360571593778
0.0026098630095940933,0.005894716583568993
0.00712817645086794,0.005074865169521381
0.01321797066718755,0.00365745867303513
0.013246500378685688,-0.004200980834350609
0.015764905025577036,0.016871586545255113
-0.0414537864196971,-0.00748802781942004
0.0030821184674421076,0.01291592405427533
0.0030245953068863685,0.015945371752676962
0.02217655462096957,-0.00484205259493109
-0.010732878041975091,-0.00178008685593678
-0.011264655152910308,-0.0009856684828788431
