Date,SP500,FTSE,DAX,Z
1988-01-05,-1.0455436221043612,-4.32206278904621,-4.057730580873287,-9.425336992023858
1988-01-06,-0.10048298720413129,0.13979368922525381,-0.9899671033947399,-0.9506564013736174
1988-01-07,-0.8385281010527379,-0.005594135244013643,-0.8374258056870865,-1.681548041983838
1988-01-08,7.008244317468559,0.7751500281200308,-1.1973698511150488,6.586024494473541
1988-01-11,-1.6664043870219025,0.7471210513106286,3.889848773061644,2.97056543735037
1988-01-12,0.8399178260074969,1.2002201907715282,0.06381702820466018,2.1039550449836852
1988-01-13,-0.1587848767304223,0.3340397507156645,2.1632868382023496,2.3385417121875918
1988-01-14,-0.02847620425230346,-0.5752431796443247,-0.8957763114360695,-1.4994956953326977
1988-01-15,-2.4783860739060692,-2.4533072029274905,2.2835359525342547,-2.648157324299305
1988-01-18,0.06746896303742034,-0.18453042243438134,-5.183226115944173,-5.300287575341134
1988-01-19,1.0215561688584174,1.2366655637212176,2.314417480143316,4.572639212722951
1988-01-20,2.71995719820195,0.8634427059118543,2.034470546123579,5.617870450237383
1988-01-21,-0.20997372819495652,0.32000585343849863,1.172986119856123,1.2830182450996652
1988-01-22,-1.3724586865385469,-1.3473427096913682,-1.7998930866682805,-4.5196944828981955
1988-01-25,-2.274146249965181,0.49249049769866104,0.39914579537398964,-1.3825099568925303
1988-01-26,1.036398967113783,-0.288998510039562,-0.5831529289531012,0.16424752812111976
1988-01-27,0.07616091630104904,0.11890150905413677,0.8911198780189977,1.0861823033741835
1988-01-28,-1.5557193694628602,-1.0538021709135315,2.3095394416367654,-0.2999820987396262
1988-01-29,-1.4813398997405969,-0.3860482189904424,0.187858666430607,-1.6795294523004323
1988-02-01,0.7928080563194051,0.7792187942182949,-1.642421025861296,-0.07039417532359593
1988-02-02,-0.20760041041363309,0.14079353355684887,-0.4372960556909611,-0.5041029325477453
1988-02-03,1.3234272945763514,0.4575360549458729,-1.7138613827190952,0.06710196680312919
1988-02-04,-0.0,-0.03396216343638514,-1.8375849956623114,-1.8715471590986965
1988-02-05,0.49685098003005024,1.660663893728831,1.1007387697313575,3.2582536434902387
1988-02-08,0.7439143864755415,2.5232261455665927,-0.7699668577821228,2.4971736742600115
1988-02-09,-1.0462916737775885,-0.7466860899091543,0.36949628696172354,-1.4234814767250192
