FTSE,DAX
0.0013979368922525381,-0.0098996710339474
-5.594135244013643e-05,-0.008374258056870865
0.0077515002812003075,-0.011973698511150488
0.007471210513106286,0.03889848773061644
0.012002201907715282,0.0006381702820466018
0.003340397507156645,0.021632868382023496
-0.005752431796443247,-0.008957763114360695
-0.024533072029274905,0.022835359525342547
-0.0018453042243438134,-0.05183226115944173
0.012366655637212176,0.02314417480143316
0.008634427059118543,0.02034470546123579
0.0032000585343849863,0.011729861198561231
-0.013473427096913682,-0.017998930866682805
0.0049249049769866104,0.003991457953739896
-0.00288998510039562,-0.005831529289531012
0.0011890150905413677,0.008911198780189977
-0.010538021709135315,0.023095394416367654
-0.003860482189904424,0.00187858666430607
0.007792187942182949,-0.01642421025861296
0.0014079353355684887,-0.004372960556909611
0.004575360549458729,-0.01713861382719095
-0.0003396216343638514,-0.018375849956623114
0.01660663893728831,0.011007387697313575
0.025232261455665927,-0.007699668577821228
-0.007466860899091543,0.0036949628696172354
-0.006597244343691244,-0.013966766970120226
-0.006554005810135877,-0.027254153564344463
-0.002425055240462548,-0.008551344144823503
-0.007579680946482981,0.0023707479465757686
0.006888265665769389,0.0012636063163844469
0.0036353810852887136,0.0049172091352529534
-0.010008655504060826,-0.012059389652042896
-0.006105450089957998,-0.008973519380480965
-0.0012506830350424991,-0.0008134863163533623
-0.01259017270117635,-0.02007010865202563
0.008960596631061968,0.011229963812878552
-0.001301190349263237,-0.003643476129884249
-0.007378846286046681,-0.003667073691818956
-0.014928103732705367,0.006347592297995419
-0.0025400884205337704,-0.00166464692020174
-0.01162354820758793,0.0065913692221792886
0.008924990962779766,-0.002081292490564657
0.001761506133606261,-0.00190101902214046
-0.00016530249553614595,0.0007414587776839454
-0.010575690573500829,-0.0036277260197534744
0.012616041562448999,0.008432452650751543
-0.0043513188466759445,0.0014542560370021107
-0.009299848207507289,-0.015037171968076635
0.005898137885136379,-0.00972164903770345
-0.001313714383569753,-0.005002220743005381
-0.014877038742496573,-0.01705959081452857
0.007790995698075953,0.010425685257329675
0.003100751115896472,0.004074444584301062
0.0017450507555691885,-0.008105450454458207
0.02738836236327913,0.014130269597987244
0.008336626246213896,0.032077935636909416
0.012178630074730634,0.027058576574065185
-0.010593546907800011,-0.02388193717164011
0.004656425887575644,-0.003917691281112745
0.008230042632431989,0.003917691281112745
-0.0042497189473618135,-0.009118623321723085
-0.009127273859678375,-0.008241656271339437
-0.010562953823578525,0.0032310114528408818
-0.01715826688591182,-0.009073937544794575
0.0028762402159872025,-0.012864378203152782
-0.002821018815070353,0.0074756988369255595
0.012897706810861997,0.0009143944643854596
0.00482359775493979,0.020228485526372353
-0.005159316726624397,-0.0036340862975867694
-0.0061895395747004756,-0.007708760073250609
0.006749042735203936,0.007122951504203279
-0.0028501852259505966,0.007707931490719133
0.011393443762804267,0.0004122080432535924
-0.0033810468828372464,0.00022504761762753844
-0.012966911556125282,0.01236497758556876
-0.003049543463427895,-0.0005598530398849277
0.0010524411061005878,-0.003739514504817798
0.001220026357219517,0.008617183145197771
0.006940809306746232,-0.006167658520126906
0.0029015986223051016,0.0026098630095940933
-0.0064613245818465614,0.00712817645086794
0.0034482521219247886,0.01321797066718755
0.0012822573620994149,0.013246500378685688
0.020173066194904443,0.015764905025577036
0.00292270509677639,-0.0414537864196971
-0.007067153674627846,0.0030821184674421076
0.006504439117131611,0.0030245953068863685
0.009609479991175895,0.02217655462096957
-0.005437860791475124,-0.010732878041975091
-0.0028004946787545393,-0.011264655152910308
0.0014552647439245447,-0.0028800771918691126
0.000896664479381748,-0.007899056720941822
-0.011810037250513439,-0.01821257082887673
-0.007393445525271325,-0.0035145961984550667
0.00684390436354132,0.004331626691170598
-0.004385491193849234,0.0031471381812124832
-0.00724860737370836,-0.025179769164366483
-0.0044970946314739635,0.008815822499268045
0.005964340030179649,-0.005790779846182481
-0.014791040149041201,0.003946296798973847
-0.0016598037039043945,-0.014370637843851952
0.003966570524908342,0.008750547151273658
-0.008693111461231418,-0.013362042616226866
-0.010269156466865326,-0.01565966054426049
0.00021288085135307,0.0012846116482823078
0.004053109616383388,0.004040728054911291
0.016052945691779286,-0.00674004633178793
-0.008327986869182347,0.01246718099832922
0.0009698539704858788,-0.007784863017956667
-0.0013467290170119384,-0.00025584194103878133
-0.0003229321292730347,-0.017373185382369094
-0.008161531006049216,-0.014804040982925315
0.00778422934798062,0.007172272869923724
-0.011627077408463471,-0.011314518067904622
0.0002130539932139186,0.007016704354580128
0.009798514178594786,0.007632773866651732
-0.006863691839592789,0.012535197783470231
0.004284267138346287,-0.014799120930891974
0.0009665211257816608,-0.003739311754504371
0.006575398818369216,0.0010007960592401943
0.0024363185116307307,0.016818586259927493
-0.01206905939906644,-0.0010349800231423956
0.001500657788389148,-0.009579635751387094
0.010568401610677292,0.021221904820060367
0.003420875241444854,0.00562007048491342
0.0004352586101861178,-0.01543126351463009
-0.0016855231155066264,-0.007550726311065681
-0.0002715841448157619,0.01130890759182357
-0.006657810555543264,-0.01303290242366728
-0.004628877286756428,-0.010248286785225602
0.0036043567331107695,0.0029944412099052187
-0.005160456352800935,-0.004463122837560007
-0.002463306202288962,0.007948230257628808
-0.0033105932002062133,-0.009163465058579234
-5.329331022174699e-05,-0.007019651213844291
0.00716850258613011,0.007363159812376452
0.012262112410758697,0.015596990022054946
0.0025577948006079154,0.010463130825610456
-0.0044582650349296316,-0.008435523292000369
0.014534967136359711,0.0018523246483148625
-0.004667645152234279,0.010158698321909299
-0.003063278733541175,-0.014072706011423186
-0.0016371974624176389,-0.004551200638127639
-0.005654968148476769,0.013578882034321893
0.006527793229241574,-0.001295895649837675
0.007890032780839107,0.012531249919848442
-0.0007148150020004351,-0.008836611024163332
0.0216711270594514,-0.0025533541818862915
0.005350769059816685,0.006953297124185909
0.0006841142860798399,-0.004421980405713732
0.013260419756044861,0.013022019395917184
-0.009432418411434718,0.0012221582272147202
0.006753536918212788,-0.004891286767548131
0.009325235140568822,-0.0036464514486942434
0.0008050281526026382,0.0002275333695420656
-0.0035601250188390665,-0.011096224903153207
-0.006684062224345588,-0.009464776726968438
-0.004997980925297796,-0.010520452627337029
-0.002376683561695181,-0.0019343193480620968
0.0014706437357876467,-0.0023292638020331324
0.0038563688720145706,-0.015490122178433374
-0.006908267095809606,0.00435875450322154
-0.013842061954836282,-0.011804178302578627
0.004518260458133305,0.006164695167602652
-0.0020664458317742884,-0.00029593573831299125
-0.00016731849072737504,-0.0035843944174374087
-0.008498425928527453,0.0019063161543657614
-0.0024858457767082953,0.010142769887301561
-0.009062261662036164,-0.006519539666596685
0.0013678021555287856,-0.004532978514840025
0.013171513656832445,0.008330196886043417
-0.002603992280254097,-0.001591279107809207
