FTSE,SP500
0.0013979368922525381,-0.001004829872041313
-5.594135244013643e-05,-0.008385281010527379
0.0077515002812003075,0.0700824431746856
0.007471210513106286,-0.016664043870219025
0.012002201907715282,0.008399178260074969
0.003340397507156645,-0.001587848767304223
-0.005752431796443247,-0.0002847620425230346
-0.024533072029274905,-0.024783860739060692
-0.0018453042243438134,0.0006746896303742034
0.012366655637212176,0.010215561688584174
0.008634427059118543,0.0271995719820195
0.0032000585343849863,-0.002099737281949565
-0.013473427096913682,-0.013724586865385469
0.0049249049769866104,-0.02274146249965181
-0.00288998510039562,0.01036398967113783
0.0011890150905413677,0.0007616091630104904
-0.010538021709135315,-0.015557193694628602
-0.003860482189904424,-0.014813398997405969
0.007792187942182949,0.007928080563194051
0.0014079353355684887,-0.002076004104136331
0.004575360549458729,0.013234272945763514
-0.0003396216343638514,-0.0
0.01660663893728831,0.004968509800300502
0.025232261455665927,0.007439143864755415
-0.007466860899091543,-0.010462916737775885
-0.006597244343691244,-0.019434902576462854
-0.006554005810135877,0.0027701651043097186
-0.002425055240462548,-0.006542365049107879
-0.007579680946482981,0.0023890083165536424
0.006888265665769389,0.005027809961948293
0.0036353810852887136,-0.014244088105075825
-0.010008655504060826,-0.0152872746577426
-0.006105450089957998,0.0023368104346799257
-0.0012506830350424991,0.002228715091181499
-0.01259017270117635,0.010836425562774643
0.008960596631061968,-0.0033585441832757468
-0.001301190349263237,-0.020216483503865845
-0.007378846286046681,0.0022428466860562324
-0.014928103732705367,-0.0028400981283764892
-0.0025400884205337704,0.00037325458782166976
-0.01162354820758793,0.002167559792494167
0.008924990962779766,-0.00029930833970670534
0.001761506133606261,-0.00763770335017
-0.00016530249553614595,0.0013741951832821897
-0.010575690573500829,0.01959154905231042
0.012616041562448999,-0.0041605495398053804
-0.0043513188466759445,-0.005382906910349483
-0.009299848207507289,0.0009013718333292786
0.005898137885136379,-0.00942446490754456
-0.001313714383569753,-0.009520909704964886
-0.014877038742496573,0.00036879487157293056
0.007790995698075953,0.00881717618031086
0.003100751115896472,-0.00037206037117165636
0.0017450507555691885,-0.00026037126774269836
0.02738836236327913,0.020892795641777262
0.008336626246213896,0.01854955340946951
0.012178630074730634,0.0017423091332844365
-0.010593546907800011,-0.00775874714806335
0.004656425887575644,0.007719959379355323
0.008230042632431989,-0.0031724233097207843
-0.0042497189473618135,-0.02664272270946011
-0.009127273859678375,-0.0025205070634441995
-0.010562953823578525,-0.012210943697569476
-0.01715826688591182,-0.0027058004658044865
0.0028762402159872025,-0.004468795713796325
-0.002821018815070353,-0.0007735204811876173
0.012897706810861997,0.044537075848294805
0.00482359775493979,-7.695185596112708e-05
-0.005159316726624397,0.002158070819711533
-0.0061895395747004756,0.004988999635698654
0.006749042735203936,0.006964364229653519
-0.0028501852259505966,-0.0011316303404935724
0.011393443762804267,-0.014403226454689388
-0.0033810468828372464,-0.009069209799714706
-0.012966911556125282,-0.0053946749765438895
-0.003049543463427895,0.0004926947122729786
0.0010524411061005878,0.00452120791480759
0.001220026357219517,0.004886060977978168
0.006940809306746232,0.010242360571593778
0.0029015986223051016,0.005894716583568993
-0.0064613245818465614,0.005074865169521381
0.0034482521219247886,0.00365745867303513
0.0012822573620994149,-0.004200980834350609
0.020173066194904443,0.016871586545255113
0.00292270509677639,-0.00748802781942004
-0.007067153674627846,0.01291592405427533
0.006504439117131611,0.015945371752676962
0.009609479991175895,-0.00484205259493109
-0.005437860791475124,-0.00178008685593678
-0.0028004946787545393,-0.0009856684828788431
0.0014552647439245447,-0.0034226134515495943
0.000896664479381748,0.004763346105561617
-0.011810037250513439,-0.017131925966843653
-0.007393445525271325,-0.0022492065187389443
0.00684390436354132,0.0070646806959437924
-0.004385491193849234,-0.02366458064442334
-0.00724860737370836,0.004873290319739709
-0.0044970946314739635,-0.0039153358316852405
0.005964340030179649,-0.0006264457238955856
-0.014791040149041201,-0.010518101181632211
-0.0016598037039043945,-0.0005467860329853025
0.003966570524908342,0.017199436084300856
-0.008693111461231418,-0.010099828389155796
-0.010269156466865326,-0.014580091688406682
0.00021288085135307,0.0030518709965754454
0.004053109616383388,0.0037915048459300493
0.016052945691779286,0.017390465725104498
-0.008327986869182347,-0.012006720257544679
0.0009698539704858788,0.004896056279872774
-0.0013467290170119384,-0.009256563900803094
-0.0003229321292730347,0.006308710861196332
-0.008161531006049216,0.013836661391543714
0.00778422934798062,0.0008826416158242978
-0.011627077408463471,0.006496921358830399
0.0002130539932139186,-0.0019608893274174477
0.009798514178594786,0.010029733855390965
-0.006863691839592789,-0.005473145758272402
0.004284267138346287,-0.0034842038718174706
0.0009665211257816608,-0.006601333317265201
0.006575398818369216,0.005676725780674907
0.0024363185116307307,0.007569921870950402
-0.01206905939906644,-0.0056827785886097715
0.001500657788389148,0.012447506577808909
0.010568401610677292,0.011921084439149077
0.003420875241444854,-0.004468153490464921
0.0004352586101861178,-0.0019250379444883947
-0.0016855231155066264,0.010195477384692175
-0.0002715841448157619,-0.013320370594590791
-0.006657810555543264,-0.022304099990394732
-0.004628877286756428,-0.0006982432278439532
0.0036043567331107695,0.0005511746130029138
-0.005160456352800935,-0.003375951442452063
-0.002463306202288962,0.0038539193742934685
-0.0033105932002062133,0.0028725025223321765
-5.329331022174699e-05,0.004324227903532929
0.00716850258613011,0.013011240069451091
0.012262112410758697,0.017373954595437446
0.0025577948006079154,-0.003240281548150925
-0.0044582650349296316,0.0007615161673140136
0.014534967136359711,0.014811050519829116
-0.004667645152234279,-0.007202708528217805
-0.003063278733541175,-0.0008055990326418794
-0.0016371974624176389,-0.0009965879387792143
-0.005654968148476769,0.0030310939299180717
0.006527793229241574,0.012605941032619583
0.007890032780839107,-0.0004279002924647557
-0.0007148150020004351,-0.01559218241037108
0.0216711270594514,0.007495613561784076
0.005350769059816685,-0.0019273028134243475
0.0006841142860798399,0.003778493338691291
0.013260419756044861,0.012195442048259508
-0.009432418411434718,-0.023450397253885313
0.006753536918212788,-0.001053696645862523
0.009325235140568822,-3.764838975595097e-05
0.0008050281526026382,-0.003604116579221106
-0.0035601250188390665,0.001387542623401572
-0.006684062224345588,-0.0035961509669499847
-0.004997980925297796,-0.007005300910420509
-0.002376683561695181,0.004391167633620796
0.0014706437357876467,-0.009354494953989878
0.0038563688720145706,0.006784412802851136
-0.006908267095809606,-0.0033794615068130085
-0.013842061954836282,-0.0015928902370223597
0.004518260458133305,0.0036341160364505853
-0.0020664458317742884,-0.002152437418453168
-0.00016731849072737504,0.003267509437979932
-0.008498425928527453,0.002308505699144092
-0.0024858457767082953,-0.0030519873774901285
-0.009062261662036164,-0.012960138114286757
0.0013678021555287856,0.002497678711796958
0.013171513656832445,0.0019510719471700355
-0.002603992280254097,0.0028044659178965148
-0.010458043075328938,-0.004571569232378003
-0.006875491089169294,-0.0019477426345959614
-0.0031490561348634927,-0.020637990235915282
0.00032529581605977853,-0.0006111086127962295
0.003150082291670131,0.0011147584379660458
0.013141512761345453,0.014314105947900835
-0.00899863539609047,-0.004515631150249888
-0.0053932114554333666,-0.0010168463204616174
-0.010484895566677643,-0.0032976553449879376
0.0016142053545404877,-0.010687595838763109
-0.0029573889010086063,0.00866367829635184
-0.0009660024388313815,-0.02111359522998324
0.0026855746449658824,-0.0027535540663166103
0.005879685843255267,0.0048768689684797195
0.0008659751321777875,-0.0003542170648271892
-0.002109481427956972,0.0035476125708591155
-0.0007561977468242276,0.014678264737280955
-0.0033957983464114605,-0.0044979475466115915
0.003233806807050321,-0.0015784844224784322
-0.0029109094498975807,-0.0003225501814156928
0.007889853225568899,-0.0
0.0030428059215710235,-0.0005016108942932362
0.0017973951492553653,0.010404999626652867
0.007991338453658514,0.008650842424220428
-0.011419966654435676,-0.004443808764463597
0.008128143765983253,0.006636574055845834
0.001370276224663236,-0.001316280678407722
0.011307658228037809,0.02130760934143172
0.004670512990354148,0.0007468158123273838
-0.00444865315934706,-0.0023131567229839334
0.0001096524113384234,-0.007042396746116175
0.006768521549859408,0.0009386322897331212
-0.005616176623738589,-0.003711794929395218
-0.008637669411445614,-0.006676545468253359
0.007382143782495021,-0.005262495936305456
-0.0030265825015280967,-0.008414428060593337
-0.00307322898544804,-0.010245984728718405
0.007672784603014904,0.0044307803029131065
0.007732042562454744,0.0024985965269035404
0.0019282172580092904,-0.011413209352672204
-0.003287080788062724,-0.009628698567007099
-0.002429956148899848,-0.0019434561063285116
0.007819581352307203,0.00555239579591138
0.004332699000250351,-0.0015895471187157284
0.0013721483850979155,0.0018426878192876472
-0.0026853043828589662,0.0007596963633593745
-0.001995041587822044,0.003625688351834633
-0.004034884986316989,0.003748248665596421
-0.005937420416882944,-0.007301591691843079
0.0018057401306172949,-0.009438092608517579
-0.0038896434882449427,0.00517633863226763
0.0027042545089299708,0.0003243988021619515
0.002202595697313292,0.001840360521685902
-0.002992098035564439,-0.0036052965381401236
-0.00874393549593755,-0.00833820028495591
-0.005705005144284847,-0.01485406115834742
-0.003618653913952663,-0.0020735639036750797
-0.006535997937287874,-0.002354298136757471
-0.011090456762495648,-0.0011038816935728946
-0.0024539889615668997,0.0021376881681689497
0.0010354075346441505,-0.005796722575571067
-0.009118135807252514,-0.004104905493358402
-0.006032849523634809,-0.0024688982592548925
-0.00519569083266358,-0.0009507563139656838
0.002192859633233901,0.0020786945882038665
-0.012979609258449543,-0.010454807045140235
-0.009834717635007983,-0.0013253520396894203
-0.003500226171844645,0.0009763880369968447
-0.0037478318104531283,0.007458948890764816
-0.008484724047744585,-0.013927135885138497
0.0010824338569568326,-0.0022506610908639146
-0.010670075873917106,-0.008780552317153578
-0.023250397885209217,-0.007275757010309469
-0.01827752894251855,-0.003974064485387174
-0.004347101507017115,-0.008371959313200783
0.005914766189666132,0.0012782727937175054
-0.0018123848434399292,0.0008418501097695597
-0.01288515062944473,-0.0004378669454006001
0.012444793258561404,0.0031365185170084686
-0.013844917328531103,-0.01205378724418349
-0.011225784637936442,0.0032760976962311616
0.008191003722653356,0.008710170502272518
0.011124122699365024,0.01373987278744071
0.011446097476818018,-0.0017791832167723953
-0.008035785457301436,0.0024985414853206933
0.0007811832736788205,-0.00829283048365781
0.00671354836186655,-0.0019353450944654682
-0.0044643905789385485,-0.006592691467650624
0.013334531794932047,0.017277968019156376
0.00844385724295904,-0.003911025115547417
-0.0014370431508998749,0.016989886807067478
0.011354162665028866,-0.0024002183077405093
-0.0028506799715257714,-0.003606780772572371
-0.009394419599780157,0.006076724392372945
-0.009061821351902921,-0.009843169853472666
-0.009514819868032376,-0.004233071068683536
-0.006582839674821983,-0.012389465269555977
-0.00514879805800561,0.0031935966977982844
9.597349029721869e-05,-0.0007143174438200006
0.003558450846311345,0.0005101746740061586
-0.00447000295153277,0.003578633349476057
-0.008500146225268068,-0.008296553508224669
-0.01059507728866027,0.000609669324453499
0.001978030747490145,-0.005170585544056472
0.004062480629187348,-0.009293616537888738
0.018874343969230267,0.022800034967657368
0.009450720534837309,0.009508967611834507
-0.009016423143612506,-0.004851530013300298
0.011454140582044303,0.002887480509439655
-0.004091929980774012,0.0052115990907113385
-0.0005793786971111103,-0.0026030420645568597
0.010822482968258385,-0.0005812673461162987
-0.012414133950323425,-0.008001561842221783
-0.002214460803911855,-0.00514163939655532
-0.001537551263535164,0.0036505603075021043
0.0022110548090923388,-0.00314425986361222
0.012443548596570153,0.0032119503934895377
0.0033185570005294096,-0.0063127733606815895
0.010170304785414253,0.00016833530748527892
-0.0031063056569395897,-0.004634007417396724
-0.0008365284307680909,-0.0016736966360841876
0.0021173648897407915,0.008700222523523315
-0.012199228372009152,-0.016595641946241635
-0.0005354299972397669,-0.0011939242552294616
-0.009542080039732781,-0.014150984361736008
-0.006055719929612735,-0.003685784345506704
0.010888048107536186,0.003130375467907065
0.001648278079205312,-0.011107561352421413
